"No.","Time","Source","Destination","Protocol","Length","Info"
"186","0.000089000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 51"
"187","0.051890000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 51"
"188","0.000036000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 52"
"189","0.052011000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 52"
"190","0.000029000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 53"
"191","0.052003000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 53"
"192","0.000028000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 54"
"193","0.051989000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 54"
"194","0.000029000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 55"
"195","0.052043000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 55"
"196","0.000029000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 56"
"197","0.051955000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 56"
"198","0.000036000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 57"
"199","0.052025000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 57"
"200","0.000027000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 58"
"201","0.052004000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 58"
"202","0.000073000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 59"
"203","0.051892000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 59"
"204","0.000093000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 60"
"205","0.051888000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 60"
"206","0.000131000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 61"
"207","0.051880000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 61"
"208","0.000096000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 62"
"209","0.051901000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 62"
"210","0.000042000","192.168.1.1","192.168.1.7","TFTP","558","Data Packet, Block: 63"
"211","0.051938000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 63"
"212","0.000043000","192.168.1.1","192.168.1.7","TFTP","331","Data Packet, Block: 64 (last)"
"213","0.018426000","192.168.1.7","192.168.1.1","TFTP","60","Acknowledgement, Block: 64"
